Date,Draw Date,Main Numbers 1,Main Numbers 2,Main Numbers 3,Main Numbers 4,Main Numbers 5,Main Numbers 6,Main Numbers 7,Bonus Number,Jackpot,Prize Breakdown,Total Sales,Tickets Sold,Total Winners,Winning Ratio,Sales Difference,Millions Count,Max Millions Numbers,Max Millions Next Draw
03-31-2020,"Tuesday, March 31 2020",5,7,22,29,32,37,39,3,"$70,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$70,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$440,494.90"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1"", ""prize_fund"": ""$440,494.90""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,106.10"", ""winners"": ""41"", ""prize_fund"": ""$209,350.10""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$770.60"", ""winners"": ""163"", ""prize_fund"": ""$125,607.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$108.40"", ""winners"": ""2,705"", ""prize_fund"": ""$293,222.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$47.70"", ""winners"": ""4,829"", ""prize_fund"": ""$230,343.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""61,048"", ""prize_fund"": ""$1,220,960.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""64,264"", ""prize_fund"": ""$1,285,280.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""602,510"", ""prize_fund"": ""-""}]","$25,679,705","5,135,941","735,561",14.0%,-12.85%,15,"1,2,7,15,23,45,48|1,3,20,35,39,44,48|1,7,12,13,21,24,50|1,17,20,31,32,41,43|2,5,6,10,19,40,42|2,11,13,17,30,39,42|3,8,10,20,26,28,41|3,10,12,14,36,41,42|4,16,22,31,37,39,48|5,7,17,23,38,39,41|6,11,29,30,36,40,48|6,12,19,20,27,30,36|8,12,16,24,25,26,28|13,15,24,30,33,35,38|20,21,28,38,39,41,43",17
03-27-2020,"Friday, March 27 2020",3,4,13,14,30,36,41,21,"$70,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$70,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$241,095.60"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,821.90"", ""winners"": ""50"", ""prize_fund"": ""$241,095.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$909.80"", ""winners"": ""159"", ""prize_fund"": ""$144,658.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.40"", ""winners"": ""3,086"", ""prize_fund"": ""$337,608.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$48.80"", ""winners"": ""5,434"", ""prize_fund"": ""$265,179.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""70,172"", ""prize_fund"": ""$1,403,440.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""71,282"", ""prize_fund"": ""$1,425,640.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""696,301"", ""prize_fund"": ""-""}]","$29,466,725","5,893,345","846,484",14.0%,+29.42%,10,"1,7,12,20,24,31,32|1,9,10,13,44,45,46|3,21,22,24,36,37,39|4,5,14,24,29,33,47|5,6,8,12,18,29,48|6,12,13,15,19,39,43|6,12,19,26,31,32,44|9,16,26,31,32,46,48|9,18,19,25,26,29,33|10,11,18,19,21,31,37",10
03-24-2020,"Tuesday, March 24 2020",2,11,16,18,19,20,25,5,"$65,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$65,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$60,497.40"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 2\n\n\n: 1"", ""prize_fund"": ""$181,492.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,321.20"", ""winners"": ""42"", ""prize_fund"": ""$181,490.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$672.20"", ""winners"": ""162"", ""prize_fund"": ""$108,896.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$93.70"", ""winners"": ""2,712"", ""prize_fund"": ""$254,114.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$41.90"", ""winners"": ""4,770"", ""prize_fund"": ""$199,863.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""57,204"", ""prize_fund"": ""$1,144,080.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""60,410"", ""prize_fund"": ""$1,208,200.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""548,539"", ""prize_fund"": ""-""}]","$22,767,640","4,553,528","673,842",15.0%,-28.53%,8,"1,2,7,10,19,23,33|2,9,12,19,20,29,30|3,11,13,30,31,34,46|4,13,17,22,27,48,50|5,12,18,35,38,40,50|8,9,10,24,32,46,49|11,12,22,25,28,34,39|11,20,23,30,39,45,49",10
03-20-2020,"Friday, March 20 2020",9,16,17,18,21,22,27,31,"$60,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$60,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$257,664.20"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$257,664.20""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,684.80"", ""winners"": ""55"", ""prize_fund"": ""$257,664.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$904.10"", ""winners"": ""171"", ""prize_fund"": ""$154,601.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$97.10"", ""winners"": ""3,714"", ""prize_fund"": ""$360,629.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$47.10"", ""winners"": ""6,013"", ""prize_fund"": ""$283,212.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""79,135"", ""prize_fund"": ""$1,582,700.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""77,831"", ""prize_fund"": ""$1,556,620.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""768,966"", ""prize_fund"": ""-""}]","$31,857,100","6,371,420","935,886",15.0%,+19.38%,6,"4,11,13,32,43,48,50|5,7,15,21,31,33,36|6,7,13,20,23,38,43|6,20,26,32,34,40,49|14,16,19,26,31,42,48|23,26,34,38,40,44,48",8
03-17-2020,"Tuesday, March 17 2020",4,5,8,15,27,41,48,37,"$55,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$55,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$217,480.70"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,942.70"", ""winners"": ""44"", ""prize_fund"": ""$217,478.80""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$925.40"", ""winners"": ""141"", ""prize_fund"": ""$130,481.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$106.60"", ""winners"": ""2,856"", ""prize_fund"": ""$304,449.60""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$49.90"", ""winners"": ""4,792"", ""prize_fund"": ""$239,120.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""65,356"", ""prize_fund"": ""$1,307,120.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""63,598"", ""prize_fund"": ""$1,271,960.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""637,942"", ""prize_fund"": ""-""}]","$26,686,185","5,337,237","774,729",15.0%,-22.12%,4,"2,4,5,14,34,39,50|5,11,14,21,32,42,50|9,10,12,18,30,32,44|22,27,30,33,41,42,43",6
03-13-2020,"Friday, March 13 2020",7,14,15,35,36,49,50,11,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$93,894.10"", ""winners"": ""3\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 2\n\n\nBritish Columbia: 1"", ""prize_fund"": ""$281,682.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,216.30"", ""winners"": ""54"", ""prize_fund"": ""$281,680.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,090.40"", ""winners"": ""155"", ""prize_fund"": ""$169,012.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$111.10"", ""winners"": ""3,550"", ""prize_fund"": ""$394,405.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.70"", ""winners"": ""6,107"", ""prize_fund"": ""$309,624.90""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""81,119"", ""prize_fund"": ""$1,622,380.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""82,825"", ""prize_fund"": ""$1,656,500.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""791,953"", ""prize_fund"": ""-""}]","$34,264,295","6,852,859","965,766",14.0%,+46.15%,2,"2,4,19,27,33,34,40|8,12,21,22,24,33,43",4
03-10-2020,"Tuesday, March 10 2020",5,6,27,37,38,46,48,9,"$40,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$40,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$193,437.10"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$193,437.10""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$3,947.70"", ""winners"": ""49"", ""prize_fund"": ""$193,437.30""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$913.90"", ""winners"": ""127"", ""prize_fund"": ""$116,065.30""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$111.20"", ""winners"": ""2,435"", ""prize_fund"": ""$270,772.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.60"", ""winners"": ""4,202"", ""prize_fund"": ""$212,621.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""54,651"", ""prize_fund"": ""$1,093,020.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""56,007"", ""prize_fund"": ""$1,120,140.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""542,714"", ""prize_fund"": ""-""}]","$23,444,075","4,688,815","660,186",14.0%,-15.72%,0,,0
03-06-2020,"Friday, March 6 2020",2,9,10,35,41,42,47,40,"$30,553,711.80","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$30,553,711.80"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$228,851.90"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nAtlantic Canada: 1"", ""prize_fund"": ""$228,851.90""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,577.00"", ""winners"": ""50"", ""prize_fund"": ""$228,850.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,002.30"", ""winners"": ""137"", ""prize_fund"": ""$137,315.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.60"", ""winners"": ""2,896"", ""prize_fund"": ""$320,297.60""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.20"", ""winners"": ""5,015"", ""prize_fund"": ""$251,753.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""66,378"", ""prize_fund"": ""$1,327,560.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""65,375"", ""prize_fund"": ""$1,307,500.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""651,441"", ""prize_fund"": ""-""}]","$27,817,905","5,563,581","791,293",14.0%,+31.34%,0,,0
03-03-2020,"Tuesday, March 3 2020",10,14,15,25,27,39,48,28,"$24,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$24,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$173,475.50"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\n: 1"", ""prize_fund"": ""$173,475.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,956.40"", ""winners"": ""35"", ""prize_fund"": ""$173,474.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,073.00"", ""winners"": ""97"", ""prize_fund"": ""$104,081.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$106.30"", ""winners"": ""2,285"", ""prize_fund"": ""$242,895.50""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.20"", ""winners"": ""3,799"", ""prize_fund"": ""$190,709.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""50,416"", ""prize_fund"": ""$1,008,320.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""51,131"", ""prize_fund"": ""$1,022,620.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""498,663"", ""prize_fund"": ""-""}]","$21,180,730","4,236,146","606,427",14.0%,-18.61%,0,,0
02-28-2020,"Friday, February 28 2020",21,27,30,32,33,36,46,38,"$19,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$19,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$107,628.70"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1\n\n\nQuebec: 1"", ""prize_fund"": ""$215,257.40""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,250.20"", ""winners"": ""41"", ""prize_fund"": ""$215,258.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$993.50"", ""winners"": ""130"", ""prize_fund"": ""$129,155.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.60"", ""winners"": ""2,750"", ""prize_fund"": ""$301,400.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.80"", ""winners"": ""4,571"", ""prize_fund"": ""$236,777.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""61,111"", ""prize_fund"": ""$1,222,220.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""60,810"", ""prize_fund"": ""$1,216,200.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""601,144"", ""prize_fund"": ""-""}]","$26,023,885","5,204,777","730,559",14.0%,-51.89%,0,,0
02-25-2020,"Tuesday, February 25 2020",15,32,36,40,41,43,48,10,"$70,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$70,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$70,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$1,071,985.60"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$1,071,985.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,389.10"", ""winners"": ""102"", ""prize_fund"": ""$447,688.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$883.60"", ""winners"": ""304"", ""prize_fund"": ""$268,614.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.20"", ""winners"": ""5,742"", ""prize_fund"": ""$627,026.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.60"", ""winners"": ""9,733"", ""prize_fund"": ""$492,489.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""126,643"", ""prize_fund"": ""$2,532,860.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""126,877"", ""prize_fund"": ""$2,537,540.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,245,255"", ""prize_fund"": ""-""}]","$54,096,910","10,819,382","1,514,658",14.0%,+17.65%,17,"3,4,13,24,28,33,45|3,4,27,42,44,45,46|3,7,10,22,23,28,37|3,12,16,21,22,37,39|3,14,18,20,26,36,46|4,9,15,19,31,34,50|4,9,24,31,37,40,44|6,10,17,22,25,38,48|6,11,16,22,26,36,46|6,13,14,17,31,34,50|8,10,11,20,33,35,45|8,29,31,32,43,44,49|9,12,22,31,33,48,50|10,14,29,34,36,40,45|10,18,21,25,26,32,41|11,13,19,26,28,37,49|14,23,24,32,38,41,49",0
02-21-2020,"Friday, February 21 2020",4,7,14,37,48,49,50,28,"$65,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$65,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$114,829.50"", ""winners"": ""5\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 3\n\n\nOntario: 2"", ""prize_fund"": ""$574,147.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,179.60"", ""winners"": ""73"", ""prize_fund"": ""$378,110.80""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$933.60"", ""winners"": ""243"", ""prize_fund"": ""$226,864.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$108.90"", ""winners"": ""4,863"", ""prize_fund"": ""$529,580.70""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.00"", ""winners"": ""8,154"", ""prize_fund"": ""$415,854.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""108,768"", ""prize_fund"": ""$2,175,360.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""110,947"", ""prize_fund"": ""$2,218,940.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,063,746"", ""prize_fund"": ""-""}]","$45,982,685","9,196,537","1,296,799",14.0%,+51.12%,13,"1,2,6,7,22,25,32|1,12,13,18,26,27,40|2,6,8,19,42,46,50|2,8,10,26,41,42,50|3,6,14,19,24,34,41|3,7,16,23,24,38,39|3,18,37,38,40,43,45|5,16,19,20,29,32,34|7,12,13,26,32,33,43|9,11,15,17,23,44,47|10,11,15,19,21,46,48|11,17,24,37,42,43,46|20,28,31,39,42,48,49",20
02-18-2020,"Tuesday, February 18 2020",3,6,19,23,33,40,45,48,"$60,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$60,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$342,409.90"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$342,409.90""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,531.80"", ""winners"": ""45"", ""prize_fund"": ""$248,931.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$995.70"", ""winners"": ""150"", ""prize_fund"": ""$149,355.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$104.70"", ""winners"": ""3,330"", ""prize_fund"": ""$348,651.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.30"", ""winners"": ""5,336"", ""prize_fund"": ""$273,736.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""73,797"", ""prize_fund"": ""$1,475,940.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""71,764"", ""prize_fund"": ""$1,435,280.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""723,594"", ""prize_fund"": ""-""}]","$30,427,125","6,085,425","878,017",14.0%,-15.53%,6,"1,8,9,14,28,32,43|2,4,8,31,32,35,41|3,7,11,15,21,44,50|5,14,18,20,40,41,48|6,9,10,30,36,43,48|11,28,29,36,39,41,48",12
02-14-2020,"Friday, February 14 2020",14,17,20,34,38,45,49,5,"$55,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$55,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$296,298.80"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$296,298.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$3,658.00"", ""winners"": ""81"", ""prize_fund"": ""$296,298.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$925.90"", ""winners"": ""192"", ""prize_fund"": ""$177,772.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$106.70"", ""winners"": ""3,887"", ""prize_fund"": ""$414,742.90""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$49.90"", ""winners"": ""6,536"", ""prize_fund"": ""$326,146.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""85,493"", ""prize_fund"": ""$1,709,860.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""86,683"", ""prize_fund"": ""$1,733,660.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""831,456"", ""prize_fund"": ""-""}]","$36,022,850","7,204,570","1,014,329",14.0%,+38.01%,4,"5,20,22,40,42,45,46|6,15,22,23,29,30,42|9,18,24,36,41,48,49|13,14,25,30,37,43,44",6
02-11-2020,"Tuesday, February 11 2020",14,15,19,22,31,36,39,23,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$106,971.30"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1\n\n\nQuebec: 1"", ""prize_fund"": ""$213,942.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,862.30"", ""winners"": ""44"", ""prize_fund"": ""$213,941.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$972.50"", ""winners"": ""132"", ""prize_fund"": ""$128,370.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$106.10"", ""winners"": ""2,824"", ""prize_fund"": ""$299,626.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$47.60"", ""winners"": ""4,943"", ""prize_fund"": ""$235,286.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""61,781"", ""prize_fund"": ""$1,235,620.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""63,483"", ""prize_fund"": ""$1,269,660.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""610,873"", ""prize_fund"": ""-""}]","$26,102,245","5,220,449","744,082",14.0%,-4.09%,2,"4,6,22,34,36,48,50|14,25,37,39,45,46,50",4
02-07-2020,"Friday, February 7 2020",21,24,26,31,36,48,49,39,"$40,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$40,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$224,530.40"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,103.00"", ""winners"": ""44"", ""prize_fund"": ""$224,532.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$1,095.30"", ""winners"": ""123"", ""prize_fund"": ""$134,721.90""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.90"", ""winners"": ""2,835"", ""prize_fund"": ""$314,401.50""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.40"", ""winners"": ""4,804"", ""prize_fund"": ""$246,925.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""64,113"", ""prize_fund"": ""$1,282,260.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""64,423"", ""prize_fund"": ""$1,288,460.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""630,015"", ""prize_fund"": ""-""}]","$27,216,605","5,443,321","766,357",14.0%,+32.28%,0,,2
