Date,Draw Date,Main Numbers 1,Main Numbers 2,Main Numbers 3,Main Numbers 4,Main Numbers 5,Main Numbers 6,Main Numbers 7,Bonus Number,Jackpot,Prize Breakdown,Total Sales,Tickets Sold,Total Winners,Winning Ratio,Sales Difference,Millions Count,Max Millions Numbers,Max Millions Next Draw
02-04-2020,"Tuesday, February 4 2020",3,12,18,25,43,46,50,33,"$32,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$32,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$169,422.60"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$169,422.60""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,983.00"", ""winners"": ""34"", ""prize_fund"": ""$169,422.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$782.00"", ""winners"": ""130"", ""prize_fund"": ""$101,660.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.20"", ""winners"": ""2,153"", ""prize_fund"": ""$237,260.60""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.90"", ""winners"": ""3,591"", ""prize_fund"": ""$186,372.90""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""48,643"", ""prize_fund"": ""$972,860.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""48,928"", ""prize_fund"": ""$978,560.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""478,294"", ""prize_fund"": ""-""}]","$20,575,475","4,115,095","581,774",14.0%,-21.84%,0,,0
01-31-2020,"Friday, January 31 2020",2,27,30,39,44,45,49,17,"$27,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$27,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$216,976.30"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$216,976.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,864.20"", ""winners"": ""37"", ""prize_fund"": ""$216,975.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$885.60"", ""winners"": ""147"", ""prize_fund"": ""$130,183.20""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$112.70"", ""winners"": ""2,696"", ""prize_fund"": ""$303,839.20""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.80"", ""winners"": ""4,702"", ""prize_fund"": ""$238,861.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""61,922"", ""prize_fund"": ""$1,238,440.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""62,878"", ""prize_fund"": ""$1,257,560.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""608,992"", ""prize_fund"": ""-""}]","$26,326,315","5,265,263","741,375",14.0%,+38.60%,0,,0
01-28-2020,"Tuesday, January 28 2020",4,10,12,27,30,44,46,7,"$22,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$22,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$153,174.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$153,174.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,673.10"", ""winners"": ""27"", ""prize_fund"": ""$153,173.70""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$828.00"", ""winners"": ""111"", ""prize_fund"": ""$91,908.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$103.20"", ""winners"": ""2,077"", ""prize_fund"": ""$214,346.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$44.50"", ""winners"": ""3,784"", ""prize_fund"": ""$168,388.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""46,392"", ""prize_fund"": ""$927,840.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""49,382"", ""prize_fund"": ""$987,640.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""447,943"", ""prize_fund"": ""-""}]","$18,994,795","3,798,959","549,717",14.0%,-23.16%,0,,0
01-24-2020,"Friday, January 24 2020",2,11,14,21,23,34,36,5,"$17,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$17,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$200,041.50"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,348.70"", ""winners"": ""46"", ""prize_fund"": ""$200,040.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$937.70"", ""winners"": ""128"", ""prize_fund"": ""$120,025.60""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$106.60"", ""winners"": ""2,626"", ""prize_fund"": ""$279,931.60""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$46.80"", ""winners"": ""4,703"", ""prize_fund"": ""$220,100.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""60,359"", ""prize_fund"": ""$1,207,180.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""62,633"", ""prize_fund"": ""$1,252,660.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""585,253"", ""prize_fund"": ""-""}]","$24,721,060","4,944,212","715,748",14.0%,+36.62%,0,,0
01-21-2020,"Tuesday, January 21 2020",7,11,16,21,31,36,44,46,"$12,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$12,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$146,686.30"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$146,686.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,191.00"", ""winners"": ""35"", ""prize_fund"": ""$146,685.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$898.10"", ""winners"": ""98"", ""prize_fund"": ""$88,013.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$98.70"", ""winners"": ""2,081"", ""prize_fund"": ""$205,394.70""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$48.60"", ""winners"": ""3,322"", ""prize_fund"": ""$161,449.20""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""45,484"", ""prize_fund"": ""$909,680.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""43,095"", ""prize_fund"": ""$861,900.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""435,965"", ""prize_fund"": ""-""}]","$18,094,475","3,618,895","530,081",15.0%,-50.20%,0,,0
01-17-2020,"Friday, January 17 2020",5,6,36,39,40,46,48,34,"$50,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$50,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$50,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$301,256.50"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nWestern Canada: 1"", ""prize_fund"": ""$301,256.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,285.20"", ""winners"": ""57"", ""prize_fund"": ""$301,256.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$987.70"", ""winners"": ""183"", ""prize_fund"": ""$180,749.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$116.00"", ""winners"": ""3,637"", ""prize_fund"": ""$421,892.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.40"", ""winners"": ""6,451"", ""prize_fund"": ""$331,581.40""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""84,849"", ""prize_fund"": ""$1,696,980.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""84,356"", ""prize_fund"": ""$1,687,120.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""836,049"", ""prize_fund"": ""-""}]","$36,335,165","7,267,033","1,015,584",14.0%,+45.14%,2,"8,13,14,19,23,41,44|12,16,23,28,36,44,46",0
01-14-2020,"Tuesday, January 14 2020",5,16,19,23,30,37,48,44,"$40,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$40,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$205,143.20"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,770.80"", ""winners"": ""43"", ""prize_fund"": ""$205,144.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$789.00"", ""winners"": ""156"", ""prize_fund"": ""$123,084.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$104.00"", ""winners"": ""2,761"", ""prize_fund"": ""$287,144.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$48.30"", ""winners"": ""4,670"", ""prize_fund"": ""$225,561.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""60,122"", ""prize_fund"": ""$1,202,440.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""59,692"", ""prize_fund"": ""$1,193,840.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""589,544"", ""prize_fund"": ""-""}]","$25,035,240","5,007,048","716,988",14.0%,-25.05%,0,,0
01-10-2020,"Friday, January 10 2020",10,13,14,24,28,47,48,12,"$33,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$33,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$272,990.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$272,990.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$7,799.70"", ""winners"": ""35"", ""prize_fund"": ""$272,989.50""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$862.10"", ""winners"": ""190"", ""prize_fund"": ""$163,799.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.10"", ""winners"": ""3,502"", ""prize_fund"": ""$382,068.20""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$49.20"", ""winners"": ""6,103"", ""prize_fund"": ""$300,267.60""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""79,536"", ""prize_fund"": ""$1,590,720.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""81,687"", ""prize_fund"": ""$1,633,740.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""786,771"", ""prize_fund"": ""-""}]","$33,400,650","6,680,130","957,825",14.0%,-62.10%,0,,0
01-07-2020,"Tuesday, January 7 2020",3,8,12,14,17,18,29,11,"$70,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$70,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$70,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$197,679.90"", ""winners"": ""7\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 4\n\n\nQuebec: 2\n\n\nWestern Canada: 1"", ""prize_fund"": ""$1,383,759.30""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$3,822.00"", ""winners"": ""185"", ""prize_fund"": ""$707,070.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$791.50"", ""winners"": ""536"", ""prize_fund"": ""$424,244.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$96.50"", ""winners"": ""10,257"", ""prize_fund"": ""$989,800.50""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$44.30"", ""winners"": ""17,550"", ""prize_fund"": ""$777,465.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""221,071"", ""prize_fund"": ""$4,421,420.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""225,197"", ""prize_fund"": ""$4,503,940.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""2,121,131"", ""prize_fund"": ""-""}]","$88,122,530","17,624,506","2,595,935",15.0%,+9.40%,42,"1,3,4,18,22,43,49|1,3,4,36,38,47,49|1,3,8,11,12,16,50|1,3,8,17,33,42,44|1,6,9,16,21,35,36|1,6,10,15,20,41,42|1,8,9,21,36,39,49|1,15,28,34,45,46,47|2,5,6,7,20,21,42|2,7,18,25,32,33,34|2,9,16,24,33,38,44|2,9,32,35,38,43,49|2,10,13,24,29,36,47|3,4,6,11,27,33,44|3,4,9,14,28,35,42|3,9,25,27,41,45,46|3,12,16,19,29,32,34|4,9,23,30,37,38,50|4,10,15,18,19,28,37|4,16,36,40,43,49,50|4,27,34,44,46,48,49|5,21,22,27,36,38,50|6,14,21,23,43,48,50|7,8,9,13,18,19,25|7,9,16,18,21,32,41|7,10,17,20,38,43,49|7,16,17,26,30,37,50|8,9,17,26,35,43,48|9,11,22,24,34,36,47|9,15,23,24,25,29,49|9,27,29,33,34,43,48|10,11,12,19,20,24,26|10,11,13,16,23,33,50|10,14,15,17,24,41,50|10,19,22,29,38,40,44|11,13,19,22,27,32,40|11,18,27,32,41,42,49|12,15,16,19,21,29,40|13,24,31,32,36,43,46|18,21,28,31,36,42,49|20,23,30,34,35,38,39|32,36,38,40,44,48,50",0
01-03-2020,"Friday, January 3 2020",8,18,20,24,31,37,39,34,"$70,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$70,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$143,090.30"", ""winners"": ""5\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 2\n\n\nWestern Canada: 2\n\n\nOntario: 1"", ""prize_fund"": ""$715,451.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,289.60"", ""winners"": ""154"", ""prize_fund"": ""$660,598.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$876.90"", ""winners"": ""452"", ""prize_fund"": ""$396,358.80""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$106.50"", ""winners"": ""8,682"", ""prize_fund"": ""$924,633.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.70"", ""winners"": ""14,050"", ""prize_fund"": ""$726,385.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""193,655"", ""prize_fund"": ""$3,873,100.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""190,873"", ""prize_fund"": ""$3,817,460.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,895,600"", ""prize_fund"": ""-""}]","$80,549,795","16,109,959","2,303,471",14.0%,+81.30%,26,"1,3,8,9,15,31,36|1,4,5,18,19,29,36|1,4,9,12,13,19,44|1,16,23,24,25,30,39|1,16,23,30,32,37,48|1,20,23,29,31,38,49|2,7,21,34,42,44,46|2,10,12,13,15,20,42|2,10,18,23,29,36,48|2,17,24,26,32,44,46|2,19,22,35,36,43,44|3,4,8,9,18,36,40|3,5,26,33,41,46,50|3,14,21,33,39,46,48|3,15,16,22,29,39,49|4,8,10,18,31,42,47|4,10,16,20,23,40,46|5,8,13,15,27,43,47|6,7,9,10,22,31,46|6,11,13,14,27,41,49|7,17,28,39,44,46,48|9,20,24,36,37,39,49|9,27,28,34,37,43,45|9,38,41,42,43,46,49|13,16,24,26,33,37,47|24,32,35,36,38,39,49",25
12-31-2021,"Friday, December 31 2021",7,25,30,35,38,40,49,27,"$37,360,425.10","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$37,360,425.10"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$243,242.50"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nBritish Columbia: 1"", ""prize_fund"": ""$243,242.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,964.10"", ""winners"": ""49"", ""prize_fund"": ""$243,240.90""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$941.60"", ""winners"": ""155"", ""prize_fund"": ""$145,948.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$110.30"", ""winners"": ""3,088"", ""prize_fund"": ""$340,606.40""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$51.30"", ""winners"": ""5,211"", ""prize_fund"": ""$267,324.30""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""69,718"", ""prize_fund"": ""$1,394,360.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""70,585"", ""prize_fund"": ""$1,411,700.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""684,615"", ""prize_fund"": ""-""}]","$29,539,245","5,907,849","833,422",14.0%,+51.78%,0,,0
12-28-2021,"Tuesday, December 28 2021",11,12,21,27,32,43,49,15,"$28,712,188.40","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$28,712,188.40"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$159,072.00"", ""winners"": ""0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,678.60"", ""winners"": ""34"", ""prize_fund"": ""$159,072.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$892.00"", ""winners"": ""107"", ""prize_fund"": ""$95,444.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$109.50"", ""winners"": ""2,033"", ""prize_fund"": ""$222,613.50""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.80"", ""winners"": ""3,445"", ""prize_fund"": ""$175,006.00""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""46,683"", ""prize_fund"": ""$933,660.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""47,110"", ""prize_fund"": ""$942,200.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""459,505"", ""prize_fund"": ""-""}]","$19,461,565","3,892,313","558,917",14.0%,-36.81%,0,,0
12-24-2021,"Friday, December 24 2021",3,11,24,25,29,32,42,16,"$23,160,576.20","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$23,160,576.20"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$250,600.90"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nQuebec: 1"", ""prize_fund"": ""$250,600.90""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,108.20"", ""winners"": ""61"", ""prize_fund"": ""$250,600.20""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$982.70"", ""winners"": ""153"", ""prize_fund"": ""$150,353.10""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$105.40"", ""winners"": ""3,330"", ""prize_fund"": ""$350,982.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$48.30"", ""winners"": ""5,706"", ""prize_fund"": ""$275,599.80""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""74,846"", ""prize_fund"": ""$1,496,920.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""75,130"", ""prize_fund"": ""$1,502,600.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""732,920"", ""prize_fund"": ""-""}]","$30,797,010","6,159,402","892,147",14.0%,+37.57%,0,,0
12-21-2021,"Tuesday, December 21 2021",13,23,26,27,28,38,47,36,"$18,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$18,000,000.00"", ""winners"": ""Carried Over -  0"", ""prize_fund"": ""$0.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$183,799.50"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$183,799.50""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$5,743.70"", ""winners"": ""32"", ""prize_fund"": ""$183,798.40""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$959.00"", ""winners"": ""115"", ""prize_fund"": ""$110,285.00""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$107.50"", ""winners"": ""2,394"", ""prize_fund"": ""$257,355.00""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$52.50"", ""winners"": ""3,849"", ""prize_fund"": ""$202,072.50""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""53,493"", ""prize_fund"": ""$1,069,860.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""52,954"", ""prize_fund"": ""$1,059,080.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""526,829"", ""prize_fund"": ""-""}]","$22,386,065","4,477,213","639,667",14.0%,-57.70%,0,,0
12-17-2021,"Friday, December 17 2021",9,14,16,33,39,46,49,38,"$70,000,000","[{""match_type"": ""Match 7"", ""prize_per_winner"": ""$70,000,000.00"", ""winners"": ""1\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 1"", ""prize_fund"": ""$70,000,000.00""}, {""match_type"": ""Match 6 plus Bonus"", ""prize_per_winner"": ""$250,582.40"", ""winners"": ""2\r\n\t\t\t\t\t\t\t\t\r\n\t\t\t\t\t\t\t\t\t\n\nOntario: 2"", ""prize_fund"": ""$501,164.80""}, {""match_type"": ""Match 6"", ""prize_per_winner"": ""$4,445.50"", ""winners"": ""98"", ""prize_fund"": ""$435,659.00""}, {""match_type"": ""Match 5 plus Bonus"", ""prize_per_winner"": ""$997.70"", ""winners"": ""262"", ""prize_fund"": ""$261,397.40""}, {""match_type"": ""Match 5"", ""prize_per_winner"": ""$104.60"", ""winners"": ""5,832"", ""prize_fund"": ""$610,027.20""}, {""match_type"": ""Match 4 plus Bonus"", ""prize_per_winner"": ""$50.70"", ""winners"": ""9,457"", ""prize_fund"": ""$479,469.90""}, {""match_type"": ""Match 4"", ""prize_per_winner"": ""$20.00"", ""winners"": ""125,786"", ""prize_fund"": ""$2,515,720.00""}, {""match_type"": ""Match 3 plus Bonus"", ""prize_per_winner"": ""$20.00"", ""winners"": ""125,060"", ""prize_fund"": ""$2,501,200.00""}, {""match_type"": ""Match 3"", ""prize_per_winner"": ""Free Play Ticket"", ""winners"": ""1,232,768"", ""prize_fund"": ""-""}]","$52,920,595","10,584,119","1,499,266",14.0%,+37.10%,11,"1,3,4,7,13,14,19|1,8,10,28,32,33,41|1,11,12,17,21,30,44|2,4,11,16,23,26,42|2,7,18,20,28,30,37|3,7,31,33,39,44,49|3,9,13,18,20,28,32|6,7,12,20,43,47,49|7,21,29,44,46,49,50|12,17,28,36,40,47,48|13,14,22,27,29,43,45",0
